date,base_actual,peak_actual,offpeak_actual,n_hours,n_peak_hours,qa_flag_missing_hours,base_actual_test,peak_actual_test,offpeak_actual_test,base_seasonalnaive_d1,peak_seasonalnaive_d1,offpeak_seasonalnaive_d1,base_seasonalnaive_d7,peak_seasonalnaive_d7,offpeak_seasonalnaive_d7,base_elasticnet,peak_elasticnet,offpeak_elasticnet,base_lightgbm,peak_lightgbm,offpeak_lightgbm,spread_base_seasonalnaive_d1,spread_peak_seasonalnaive_d1,spread_base_seasonalnaive_d7,spread_peak_seasonalnaive_d7,spread_base_elasticnet,spread_peak_elasticnet,spread_base_lightgbm,spread_peak_lightgbm,proxy_base,proxy_peak,proxy_offpeak,spread_base,spread_pct_base,spread_peak,spread_pct_peak,spread_offpeak,spread_pct_offpeak,signal,conviction,action,pnl_daily,pnl_cumulative,pnl_rolling_7d,is_loss,consec_losses
2024-01-11,109.64791666666667,122.42083333333332,96.875,24,12,False,109.64791666666667,122.42083333333332,96.875,111.83916666666666,124.53916666666667,99.13916666666668,85.41000000000001,103.2425,67.5775,119.03027457864336,128.99982001003255,109.06072914725416,113.968582430807,126.94124718442492,100.99591767718908,2.1912499999999824,2.1183333333333394,-24.237916666666663,-19.178333333333327,9.382357911976683,6.578986676699216,4.3206657641403154,4.52041385109159,96.4707142857143,106.66642857142857,86.275,17.49786814509271,18.138010353349124,20.274818612996356,19.007684877552116,14.720917677189078,17.062784905464014,1,Strong,BUY,13.17720238095238,337.9468452380952,33.03732142857142,False,0
2024-01-12,106.04458333333334,119.1675,92.92166666666668,24,12,False,106.04458333333334,119.1675,92.92166666666668,109.64791666666667,122.42083333333332,96.875,91.37041666666666,98.5,84.24083333333333,113.29837372450108,125.21969641320749,101.37705103579464,113.11772535035988,125.31424348892985,100.9212072117899,3.603333333333339,3.2533333333333303,-14.67416666666668,-20.667500000000004,7.25379039116774,6.052196413207483,7.073142017026541,6.146743488929829,99.93327380952381,109.40619047619047,90.46035714285715,13.184451540836065,13.193254897228798,15.908053012739373,14.540359136443348,10.460850068932757,11.564015884231734,1,Strong,BUY,6.111309523809524,344.0581547619047,25.96352891156462,False,0
2024-01-13,74.56791666666666,72.70583333333333,76.42999999999999,24,12,False,74.56791666666666,72.70583333333333,76.42999999999999,106.04458333333334,119.1675,92.92166666666668,88.72458333333333,97.26083333333334,80.18833333333333,65.09626318657794,65.90946215710976,64.28306421604613,69.77817694266922,73.85671781686769,65.69963606847075,31.476666666666674,46.46166666666667,14.156666666666666,24.555000000000007,-9.47165348008872,-6.796371176223573,-4.789739723997442,1.1508844835343552,102.02958333333333,112.35869047619046,91.70047619047618,-32.251406390664116,-31.609857981383616,-38.501972659322774,-34.26701797266104,-26.000840122005428,-28.354094986374584,-1,Strong,SELL,27.461666666666673,371.5198214285714,24.05267857142857,False,0
2024-01-14,76.15416666666667,83.63416666666667,68.67416666666666,24,12,False,76.15416666666667,83.63416666666667,68.67416666666666,74.56791666666666,72.70583333333333,76.42999999999999,86.32666666666667,91.02916666666664,81.62416666666667,68.09110127741165,76.59028674040619,59.59191581441713,61.24448794663292,79.97215344248077,42.51682245078507,-1.5862500000000068,-10.928333333333342,10.1725,7.394999999999982,-8.063065389255016,-7.043879926260487,-14.909678720033746,-3.6620132241858983,100.00720238095239,108.85083333333333,91.16357142857143,-38.76271443431947,-38.759922797022774,-28.878679890852553,-26.530508776554356,-48.64674897778636,-53.3620482561964,-1,Strong,SELL,23.853035714285724,395.37285714285713,23.084566326530613,False,0
2024-01-15,86.49666666666667,95.98666666666666,77.00666666666667,24,12,False,86.49666666666667,95.98666666666666,77.00666666666667,76.15416666666667,83.63416666666667,68.67416666666666,102.22958333333332,112.22916666666669,92.23,86.5735180555647,97.30216406619031,75.84487204493911,81.68824165311177,100.41667993786524,62.95980336835833,-10.3425,-12.352499999999992,15.732916666666654,16.242500000000007,0.0768513888980351,1.3154973995236503,-4.808425013554896,4.430013271198561,98.5539880952381,107.79440476190476,89.31357142857142,-16.865746442126323,-17.11320542992946,-7.377724824039518,-6.844255822308557,-26.353768060213092,-29.507014039058475,-1,Strong,SELL,12.057321428571427,407.43017857142854,19.719175170068024,False,0
2024-01-16,101.13791666666668,116.49916666666668,85.77666666666666,24,12,False,101.13791666666668,116.49916666666668,85.77666666666666,86.49666666666667,95.98666666666666,77.00666666666667,109.39458333333334,119.86416666666666,98.925,117.7483892584575,136.51101484392242,98.98576367299256,115.87563816315144,134.30416540162727,97.4471109246756,-14.64125,-20.512500000000003,8.256666666666675,3.364999999999995,16.610472591790824,20.011848177255757,14.737721496484768,17.804998734960606,96.30642857142857,105.47404761904761,87.13880952380951,19.569209591722867,20.31973346120791,28.830117782579663,27.333849826934316,10.308301400866085,11.82974779802274,1,Strong,BUY,4.8314880952381145,412.26166666666666,16.0540306122449,False,0
2024-01-17,99.60666666666668,118.1375,81.07583333333334,24,12,False,99.60666666666668,118.1375,81.07583333333334,101.13791666666668,116.49916666666668,85.77666666666666,111.83916666666666,124.53916666666667,99.13916666666668,107.11834502581624,124.54606017542667,89.69062987620578,102.50323129392532,116.98590495659823,88.02055763125237,1.53125,-1.6383333333333354,12.232499999999987,6.401666666666671,7.511678359149556,6.408560175426686,2.896564627258641,-1.1515950434017554,95.12690476190475,104.99333333333334,85.2604761904762,7.37632653202057,7.754195882314202,11.992571623264894,11.422222004506533,2.760081440776176,3.2372343717738747,1,Moderate,BUY,4.479761904761929,416.74142857142857,13.138826530612253,False,0
2024-01-18,92.73625,102.5625,82.91,24,12,False,92.73625,102.5625,82.91,99.60666666666668,118.1375,81.07583333333334,109.64791666666667,122.42083333333332,96.875,103.34890631971652,114.42531061045224,92.27250202898084,101.53189569768936,115.1622093834494,87.90158201192935,6.870416666666671,15.575000000000005,16.911666666666676,19.858333333333334,10.612656319716535,11.862810610452245,8.795645697689366,12.599709383449394,93.37940476190477,104.07880952380951,82.67999999999999,8.152490935784598,8.730502145062403,11.083399859639883,10.64904557455031,5.221582011929357,6.315411238424476,1,Moderate,BUY,-0.6431547619047677,416.0982738095238,11.164489795918374,True,1
2024-01-19,78.50958333333334,86.99166666666667,70.0275,24,12,False,78.50958333333334,86.99166666666667,70.0275,92.73625,102.5625,82.91,106.04458333333334,119.1675,92.92166666666668,70.61270731029447,79.24080186590182,61.984612754687134,82.67208045073649,92.57620378021234,72.76795712126064,14.22666666666666,15.570833333333326,27.534999999999997,32.17583333333333,-7.896876023038871,-7.750864800764859,4.162497117403149,5.5845371135456645,90.96345238095238,101.24190476190475,80.68500000000002,-8.291371930215888,-9.115058535258596,-8.66570098169241,-8.55940136850639,-7.91704287873938,-9.812285900402031,-1,Moderate,SELL,12.453869047619037,428.5521428571428,12.070569727891163,False,0
2024-01-20,73.66208333333334,79.8725,67.45166666666667,24,12,False,73.66208333333334,79.8725,67.45166666666667,78.50958333333334,86.99166666666667,70.0275,74.56791666666666,72.70583333333333,76.42999999999999,65.35150572437162,70.18823070358022,60.51478074516302,64.7404145134052,74.07049921954034,55.41032980727005,4.847499999999997,7.119166666666672,0.9058333333333196,-7.166666666666671,-8.310577608961722,-9.684269296419783,-8.921668819928144,-5.8020007804596645,87.02988095238095,96.64535714285715,77.41440476190476,-22.28946643897575,-25.611279936337727,-22.574857923316813,-23.358450515059502,-22.00407495463471,-28.423747521291805,-1,Strong,SELL,13.367797619047607,441.91994047619045,10.057159863945582,False,0
2024-01-21,50.25875,49.71083333333333,50.806666666666665,24,12,False,50.25875,49.71083333333333,50.806666666666665,73.66208333333334,79.8725,67.45166666666667,76.15416666666667,83.63416666666667,68.67416666666666,46.89580660785953,43.876106656561326,49.91550655915771,38.67942394636294,30.435762134271823,46.92308575845406,23.403333333333343,30.16166666666667,25.89541666666667,33.92333333333334,-3.362943392140473,-5.834726676772007,-11.57932605363706,-19.27507119906151,86.9004761904762,97.66916666666667,76.13178571428571,-48.22105224411326,-55.489974690608214,-67.23340453239484,-68.8379012814295,-29.208699955831655,-38.36597248020521,-1,Strong,SELL,36.6417261904762,478.56166666666667,11.884115646258506,False,0
2024-01-22,49.83708333333333,63.173333333333325,36.50083333333333,24,12,False,49.83708333333333,63.173333333333325,36.50083333333333,50.25875,49.71083333333333,50.806666666666665,86.49666666666667,95.98666666666666,77.00666666666667,44.79383178222111,57.78359950478992,31.804064059652305,45.348722401885446,59.71606300069558,30.98138180307531,0.4216666666666668,-13.462499999999991,36.65958333333334,32.81333333333334,-5.0432515511122205,-5.389733828543406,-4.488360931447886,-3.457270332637748,83.20113095238095,92.8229761904762,73.5792857142857,-37.852408550495504,-45.495064931460874,-33.10691318978062,-35.66672234452384,-42.597903911210395,-57.89388072700446,-1,Strong,SELL,33.36404761904762,511.92571428571426,14.927933673469392,False,0
2024-01-23,52.28458333333333,69.585,34.98416666666667,24,12,False,52.28458333333333,69.585,34.98416666666667,49.83708333333333,63.173333333333325,36.50083333333333,101.13791666666668,116.49916666666668,85.77666666666666,48.959365893590586,61.16816777714774,36.75056401003344,49.491395346100774,68.0131565605874,30.969634131614143,-2.447499999999998,-6.411666666666669,48.85333333333334,46.914166666666674,-3.325217439742744,-8.416832222852257,-2.7931879872325567,-1.5718434394125893,77.96404761904762,88.13535714285715,67.7927380952381,-28.472652272946846,-36.52023354671316,-20.12220058226974,-22.831019507476434,-36.82310396362395,-54.31718056865221,-1,Strong,SELL,25.67946428571429,537.6051785714285,17.90621598639456,False,0
2024-01-24,33.12291666666667,48.5325,17.713333333333335,24,12,False,33.12291666666667,48.5325,17.713333333333335,52.28458333333333,69.585,34.98416666666667,99.60666666666668,118.1375,81.07583333333334,34.48929629182546,43.98275723227862,24.995835351372293,36.63951577084896,47.841264454901584,25.437767086796335,19.16166666666666,21.052499999999995,66.48375,69.605,1.3663796251587923,-4.549742767721376,3.5165991041822906,-0.6912355450984151,70.985,81.43333333333332,60.53666666666667,-34.34548422915104,-48.384143451646175,-33.59206887843174,-41.251005581373406,-35.098899579870334,-57.97957091548428,-1,Strong,SELL,37.86208333333333,575.4672619047618,22.67511904761904,False,0
2024-01-25,78.01625,93.03416666666668,62.998333333333335,24,12,False,78.01625,93.03416666666668,62.998333333333335,33.12291666666667,48.5325,17.713333333333335,92.73625,102.5625,82.91,78.14870902767352,95.60871944913193,60.68869860621512,71.75531865936523,90.07170121870207,53.43893610002838,-44.89333333333333,-44.50166666666668,14.72,9.528333333333322,0.1324590276735193,2.574552782465247,-6.2609313406347695,-2.962465447964604,61.48732142857143,71.48976190476189,51.484880952380955,10.267997230793803,16.699373126412617,18.581939313940183,25.99244817557918,1.9540551476474235,3.7953960687114243,1,Strong,BUY,16.528928571428573,591.9961904761903,25.12827380952381,False,0
2024-01-26,59.22541666666667,58.600833333333334,59.85,24,12,False,59.22541666666667,58.600833333333334,59.85,78.01625,93.03416666666668,62.998333333333335,78.50958333333334,86.99166666666667,70.0275,60.38791916927995,55.396185407941886,65.37965293061801,65.71405263953204,64.64339207800018,66.78471320106392,18.79083333333333,34.433333333333344,19.28416666666667,28.39083333333334,1.162502502613279,-3.2046479253914484,6.488635972865374,6.042558744666842,59.38446428571429,70.12857142857142,48.64035714285715,6.329588353817755,10.658660358312638,-5.485179350571244,-7.821604288856938,18.144356058206775,37.30308970576973,1,Moderate,BUY,-0.15904761904761955,591.8371428571427,23.326428571428576,True,1
2024-01-27,68.34875000000001,72.65583333333333,64.04166666666667,24,12,False,68.34875000000001,72.65583333333333,64.04166666666667,59.22541666666667,58.600833333333334,59.85,73.66208333333334,79.8725,67.45166666666667,60.85265241286296,67.42812295326225,54.27718187246367,58.87076219015952,64.62584749144587,53.115676888873146,-9.123333333333342,-14.055,5.313333333333333,7.216666666666669,-7.496097587137051,-5.227710380071088,-9.477987809840492,-8.029985841887466,56.629583333333336,66.0727380952381,47.18642857142857,2.2411788568261812,3.95761141951927,-1.4468906037922267,-2.1898450790803614,5.929248317444575,12.565579758741777,0,Weak,HOLD,0.0,591.8371428571427,21.416743197278915,False,0
2024-01-28,59.278333333333336,57.405833333333334,61.15083333333333,24,12,False,59.278333333333336,57.405833333333334,61.15083333333333,68.34875000000001,72.65583333333333,64.04166666666667,50.25875,49.71083333333333,50.806666666666665,61.7846213782094,56.93425338571879,66.63498937070001,60.315908839027195,59.22850673483913,61.40331094321525,9.070416666666674,15.25,-9.019583333333337,-7.695,2.506288044876065,-0.4715799476145434,1.0375755056938587,1.8226734015057957,55.870535714285715,65.04178571428572,46.699285714285715,4.445373124741479,7.956560766616791,-5.8132789794465936,-8.937760419098964,14.704025228929538,31.486616987872797,0,Weak,HOLD,0.0,591.8371428571427,16.182210884353744,False,0
