date,base_actual,peak_actual,offpeak_actual,n_hours,n_peak_hours,qa_flag_missing_hours,base_actual_test,peak_actual_test,offpeak_actual_test,base_seasonalnaive_d1,peak_seasonalnaive_d1,offpeak_seasonalnaive_d1,base_seasonalnaive_d7,peak_seasonalnaive_d7,offpeak_seasonalnaive_d7,base_elasticnet,peak_elasticnet,offpeak_elasticnet,base_lightgbm,peak_lightgbm,offpeak_lightgbm,spread_base_seasonalnaive_d1,spread_peak_seasonalnaive_d1,spread_base_seasonalnaive_d7,spread_peak_seasonalnaive_d7,spread_base_elasticnet,spread_peak_elasticnet,spread_base_lightgbm,spread_peak_lightgbm
2019-01-27,35.43958333333333,42.38833333333333,28.49083333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,50.40166666666667,55.625,45.178333333333335,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,60.18833333333333,68.76333333333334,51.61333333333334,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,53.072916666666664,57.399166666666666,48.74666666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,59.8425,67.71833333333333,51.96666666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,55.475833333333334,62.16083333333333,48.79083333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-02,50.19291666666667,54.06333333333333,46.3225,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,46.72333333333333,49.45666666666667,43.99,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,44.05125,46.19083333333333,41.91166666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,53.78875,61.35833333333334,46.219166666666666,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,51.317499999999995,55.955000000000005,46.68,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,44.548750000000005,46.75833333333333,42.339166666666664,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,41.615833333333335,47.5275,35.704166666666666,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09,6.807916666666667,11.229999999999999,2.3858333333333337,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,28.025833333333335,35.44833333333333,20.603333333333335,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,31.97,42.473333333333336,21.46666666666667,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,46.73541666666667,53.340833333333336,40.13,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,45.38333333333333,49.240833333333335,41.52583333333333,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,49.09041666666667,52.5275,45.653333333333336,24,12,False,,,,,,,,,,,,,,,,,,,,,,,
