Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 1, 2024 12:00 AM;Jan 1, 2024 1:00 AM;52,305.00;35,376.75;5,262.75;30,114.00;0.00;16,928.25
Jan 1, 2024 1:00 AM;Jan 1, 2024 2:00 AM;50,979.00;34,897.75;5,068.00;29,829.75;0.00;16,081.25
Jan 1, 2024 2:00 AM;Jan 1, 2024 3:00 AM;50,741.00;34,576.75;4,932.25;29,644.50;0.00;16,164.25
Jan 1, 2024 3:00 AM;Jan 1, 2024 4:00 AM;49,511.00;34,138.00;4,762.00;29,376.00;0.00;15,373.00
Jan 1, 2024 4:00 AM;Jan 1, 2024 5:00 AM;48,683.00;33,764.75;4,571.25;29,193.50;0.00;14,918.25
Jan 1, 2024 5:00 AM;Jan 1, 2024 6:00 AM;48,803.00;33,572.75;4,357.75;29,215.00;0.00;15,230.25
Jan 1, 2024 6:00 AM;Jan 1, 2024 7:00 AM;49,157.00;33,840.25;4,198.00;29,642.25;0.00;15,316.75
Jan 1, 2024 7:00 AM;Jan 1, 2024 8:00 AM;50,380.00;34,005.00;4,144.25;29,860.75;0.00;16,375.00
Jan 1, 2024 8:00 AM;Jan 1, 2024 9:00 AM;54,583.00;34,931.75;4,166.75;30,128.75;636.25;19,651.25
Jan 1, 2024 9:00 AM;Jan 1, 2024 10:00 AM;58,252.00;37,877.50;4,234.00;30,138.50;3,505.00;20,374.50
Jan 1, 2024 10:00 AM;Jan 1, 2024 11:00 AM;61,354.00;40,904.50;4,225.50;30,107.25;6,571.75;20,449.50
Jan 1, 2024 11:00 AM;Jan 1, 2024 12:00 PM;63,832.00;42,665.50;4,236.75;30,281.00;8,147.75;21,166.50
Jan 1, 2024 12:00 PM;Jan 1, 2024 1:00 PM;64,491.00;42,768.25;4,246.25;30,417.75;8,104.25;21,722.75
Jan 1, 2024 1:00 PM;Jan 1, 2024 2:00 PM;62,142.00;41,301.75;4,279.50;30,115.50;6,906.75;20,840.25
Jan 1, 2024 2:00 PM;Jan 1, 2024 3:00 PM;57,863.00;38,148.25;4,295.25;29,237.75;4,615.25;19,714.75
Jan 1, 2024 3:00 PM;Jan 1, 2024 4:00 PM;53,758.00;34,152.75;4,224.00;28,186.75;1,742.00;19,605.25
Jan 1, 2024 4:00 PM;Jan 1, 2024 5:00 PM;52,338.00;31,420.50;4,015.25;27,287.75;117.50;20,917.50
Jan 1, 2024 5:00 PM;Jan 1, 2024 6:00 PM;53,603.00;31,312.00;4,336.00;26,976.00;0.00;22,291.00
Jan 1, 2024 6:00 PM;Jan 1, 2024 7:00 PM;54,943.00;31,308.50;4,521.00;26,787.50;0.00;23,634.50
Jan 1, 2024 7:00 PM;Jan 1, 2024 8:00 PM;55,728.00;30,847.00;4,528.00;26,319.00;0.00;24,881.00
Jan 1, 2024 8:00 PM;Jan 1, 2024 9:00 PM;53,377.00;30,001.75;4,417.50;25,584.25;0.00;23,375.25
Jan 1, 2024 9:00 PM;Jan 1, 2024 10:00 PM;50,762.00;28,543.50;4,250.25;24,293.25;0.00;22,218.50
Jan 1, 2024 10:00 PM;Jan 1, 2024 11:00 PM;48,031.00;26,690.50;3,988.25;22,702.25;0.00;21,340.50
Jan 1, 2024 11:00 PM;Jan 2, 2024 12:00 AM;45,496.00;24,872.75;3,580.25;21,292.50;0.00;20,623.25
Jan 2, 2024 12:00 AM;Jan 2, 2024 1:00 AM;44,523.00;24,106.75;3,676.75;20,430.00;0.00;20,416.25
Jan 2, 2024 1:00 AM;Jan 2, 2024 2:00 AM;43,573.00;23,265.75;3,701.00;19,564.75;0.00;20,307.25
Jan 2, 2024 2:00 AM;Jan 2, 2024 3:00 AM;44,297.00;23,280.00;3,781.75;19,498.25;0.00;21,017.00
Jan 2, 2024 3:00 AM;Jan 2, 2024 4:00 AM;45,087.00;24,537.75;4,113.25;20,424.50;0.00;20,549.25
Jan 2, 2024 4:00 AM;Jan 2, 2024 5:00 AM;47,078.00;26,717.00;4,493.50;22,223.50;0.00;20,361.00
Jan 2, 2024 5:00 AM;Jan 2, 2024 6:00 AM;50,488.00;29,386.00;4,745.50;24,640.50;0.00;21,102.00
Jan 2, 2024 6:00 AM;Jan 2, 2024 7:00 AM;55,847.00;32,208.00;4,778.25;27,429.75;0.00;23,639.00
Jan 2, 2024 7:00 AM;Jan 2, 2024 8:00 AM;60,842.00;34,201.25;4,749.50;29,451.75;0.00;26,640.75
Jan 2, 2024 8:00 AM;Jan 2, 2024 9:00 AM;64,331.00;36,010.25;4,737.25;31,124.00;149.00;28,320.75
Jan 2, 2024 9:00 AM;Jan 2, 2024 10:00 AM;65,121.00;37,240.00;4,618.25;32,042.25;579.50;27,881.00
Jan 2, 2024 10:00 AM;Jan 2, 2024 11:00 AM;64,475.00;37,626.50;4,590.25;32,052.75;983.50;26,848.50
Jan 2, 2024 11:00 AM;Jan 2, 2024 12:00 PM;63,248.00;37,162.75;4,506.50;31,361.75;1,294.50;26,085.25
Jan 2, 2024 12:00 PM;Jan 2, 2024 1:00 PM;61,553.00;36,148.50;4,408.75;30,342.00;1,397.75;25,404.50
Jan 2, 2024 1:00 PM;Jan 2, 2024 2:00 PM;59,755.00;34,581.75;4,148.25;29,198.00;1,235.50;25,173.25
Jan 2, 2024 2:00 PM;Jan 2, 2024 3:00 PM;57,839.00;32,364.00;3,806.50;27,765.50;792.00;25,475.00
Jan 2, 2024 3:00 PM;Jan 2, 2024 4:00 PM;57,808.00;30,453.00;3,355.00;26,753.00;345.00;27,355.00
Jan 2, 2024 4:00 PM;Jan 2, 2024 5:00 PM;59,211.00;30,002.00;3,279.75;26,665.25;57.00;29,209.00
Jan 2, 2024 5:00 PM;Jan 2, 2024 6:00 PM;60,888.00;31,431.75;3,585.50;27,846.25;0.00;29,456.25
Jan 2, 2024 6:00 PM;Jan 2, 2024 7:00 PM;63,201.00;33,827.75;4,161.50;29,666.25;0.00;29,373.25
Jan 2, 2024 7:00 PM;Jan 2, 2024 8:00 PM;64,852.00;36,220.50;4,812.25;31,408.25;0.00;28,631.50
Jan 2, 2024 8:00 PM;Jan 2, 2024 9:00 PM;65,478.00;38,383.50;5,238.75;33,144.75;0.00;27,094.50
Jan 2, 2024 9:00 PM;Jan 2, 2024 10:00 PM;65,607.00;40,201.00;5,359.50;34,841.50;0.00;25,406.00
Jan 2, 2024 10:00 PM;Jan 2, 2024 11:00 PM;65,173.00;41,208.75;5,266.75;35,942.00;0.00;23,964.25
Jan 2, 2024 11:00 PM;Jan 3, 2024 12:00 AM;64,615.00;42,501.00;5,095.50;37,405.50;0.00;22,114.00
Jan 3, 2024 12:00 AM;Jan 3, 2024 1:00 AM;59,381.00;41,907.25;3,180.00;38,727.25;0.00;17,473.75
Jan 3, 2024 1:00 AM;Jan 3, 2024 2:00 AM;57,197.00;41,530.50;2,968.75;38,561.75;0.00;15,666.50
Jan 3, 2024 2:00 AM;Jan 3, 2024 3:00 AM;57,343.00;41,885.25;2,782.00;39,103.25;0.00;15,457.75
Jan 3, 2024 3:00 AM;Jan 3, 2024 4:00 AM;57,528.00;42,427.25;2,801.25;39,626.00;0.00;15,100.75
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;57,889.00;43,029.25;2,907.50;40,121.75;0.00;14,859.75
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;59,359.00;43,357.75;2,916.75;40,441.00;0.00;16,001.25
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;67,311.00;46,645.00;4,005.75;42,639.25;0.00;20,666.00
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;72,378.00;47,152.50;4,015.75;43,136.75;0.00;25,225.50
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;74,164.00;47,240.25;3,996.50;42,827.50;416.25;26,923.75
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;74,949.00;48,409.00;3,956.00;42,236.50;2,216.50;26,540.00
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;75,214.00;50,008.00;3,896.00;41,938.00;4,174.00;25,206.00
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;75,506.00;51,324.00;3,833.25;41,978.75;5,512.00;24,182.00
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;75,058.00;51,442.75;3,780.25;41,656.50;6,006.00;23,615.25
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;73,169.00;49,876.75;3,696.25;40,787.00;5,393.50;23,292.25
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;69,783.00;46,723.75;3,566.00;39,464.00;3,693.75;23,059.25
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;66,754.00;42,716.25;3,434.00;37,805.75;1,476.50;24,037.75
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;64,963.00;39,427.50;3,293.75;35,999.75;134.00;25,535.50
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;65,425.00;37,332.25;3,173.50;34,158.75;0.00;28,092.75
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;65,180.00;35,504.50;3,070.25;32,434.25;0.00;29,675.50
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;63,144.00;34,041.50;3,002.50;31,039.00;0.00;29,102.50
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;58,823.00;33,104.75;3,033.25;30,071.50;0.00;25,718.25
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;56,111.00;32,372.50;3,148.00;29,224.50;0.00;23,738.50
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;53,755.00;31,597.50;3,288.50;28,309.00;0.00;22,157.50
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;52,709.00;31,346.25;3,452.75;27,893.50;0.00;21,362.75
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;53,092.00;35,515.00;3,441.25;32,073.75;0.00;17,577.00
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;52,685.00;35,696.75;3,546.25;32,150.50;0.00;16,988.25
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;52,800.00;36,057.50;3,578.00;32,479.50;0.00;16,742.50
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;53,292.00;36,567.25;3,572.00;32,995.25;0.00;16,724.75
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;53,944.00;36,974.25;3,592.25;33,382.00;0.00;16,969.75
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;55,472.00;37,186.25;3,583.25;33,603.00;0.00;18,285.75
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;58,549.00;37,295.50;3,451.00;33,844.50;0.00;21,253.50
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;61,708.00;36,343.75;3,251.00;33,092.75;0.00;25,364.25
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;62,938.00;35,502.50;2,998.50;32,232.75;271.25;27,435.50
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;62,149.00;35,387.50;2,681.25;31,250.50;1,455.75;26,761.50
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;61,482.00;35,592.75;2,394.75;30,176.50;3,021.50;25,889.25
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;60,682.00;35,561.25;2,150.25;29,007.00;4,404.00;25,120.75
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;59,354.00;34,671.50;1,925.00;27,647.50;5,099.00;24,682.50
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;57,016.00;32,513.50;1,771.25;25,816.00;4,926.25;24,502.50
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;53,695.00;28,428.25;1,690.75;23,047.50;3,690.00;25,266.75
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;50,416.00;23,177.25;1,666.00;19,886.25;1,625.00;27,238.75
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;49,180.00;18,574.25;1,668.00;16,723.75;182.50;30,605.75
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;49,041.00;15,369.00;1,666.25;13,702.75;0.00;33,672.00
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;47,626.00;12,749.00;1,654.25;11,094.75;0.00;34,877.00
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;46,070.00;10,856.50;1,692.50;9,164.00;0.00;35,213.50
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;42,618.00;9,862.00;1,794.75;8,067.25;0.00;32,756.00
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;40,251.00;9,164.75;1,956.50;7,208.25;0.00;31,086.25
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;38,367.00;9,010.25;2,246.50;6,763.75;0.00;29,356.75
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;37,069.00;9,632.75;2,657.75;6,975.00;0.00;27,436.25
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;36,944.00;11,796.25;3,695.50;8,100.75;0.00;25,147.75
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;38,085.00;13,608.50;4,351.50;9,257.00;0.00;24,476.50
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;39,639.00;15,429.75;4,722.00;10,707.75;0.00;24,209.25
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;40,329.00;17,080.25;4,821.75;12,258.50;0.00;23,248.75
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;42,073.00;18,757.00;4,820.50;13,936.50;0.00;23,316.00
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;45,192.00;20,630.25;4,799.50;15,830.75;0.00;24,561.75
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;49,760.00;22,595.25;4,727.00;17,868.25;0.00;27,164.75
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;55,776.00;23,859.00;4,666.75;19,192.25;0.00;31,917.00
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;58,847.00;25,331.25;4,607.00;20,345.75;378.50;33,515.75
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;61,872.00;28,021.50;4,590.50;21,221.50;2,209.50;33,850.50
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;62,865.00;30,585.75;4,583.25;21,571.50;4,431.00;32,279.25
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;63,069.00;31,800.75;4,609.25;21,382.50;5,809.00;31,268.25
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;62,288.00;31,603.75;4,653.75;21,044.75;5,905.25;30,684.25
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;60,892.00;30,574.50;4,728.75;20,987.25;4,858.50;30,317.50
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;58,778.00;28,600.50;4,831.25;20,699.25;3,070.00;30,177.50
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;57,553.00;26,476.50;4,876.00;20,425.50;1,175.00;31,076.50
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;57,335.00;25,308.75;4,759.25;20,433.50;116.00;32,026.25
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;59,143.00;25,717.75;5,271.00;20,446.75;0.00;33,425.25
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;59,524.00;25,766.50;5,562.75;20,203.75;0.00;33,757.50
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;58,272.00;25,316.75;5,601.25;19,715.50;0.00;32,955.25
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;56,055.00;24,829.00;5,625.00;19,204.00;0.00;31,226.00
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;53,239.00;23,941.50;5,611.75;18,329.75;0.00;29,297.50
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;50,519.00;22,746.50;5,635.75;17,110.75;0.00;27,772.50
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;47,714.00;21,650.00;5,628.25;16,021.75;0.00;26,064.00
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;48,044.00;21,543.50;5,690.00;15,853.50;0.00;26,500.50
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;45,372.00;20,436.50;5,692.75;14,743.75;0.00;24,935.50
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;44,243.00;19,576.25;5,657.75;13,918.50;0.00;24,666.75
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;43,201.00;18,987.75;5,653.50;13,334.25;0.00;24,213.25
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;42,999.00;18,640.25;5,656.00;12,984.25;0.00;24,358.75
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;43,099.00;18,403.75;5,650.75;12,753.00;0.00;24,695.25
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;43,588.00;18,262.00;5,589.00;12,673.00;0.00;25,326.00
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;44,495.00;17,812.25;5,581.75;12,230.50;0.00;26,682.75
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;45,883.00;17,738.75;5,570.00;11,968.00;200.75;28,144.25
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;46,995.00;18,254.00;5,530.75;11,691.75;1,031.50;28,741.00
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;48,485.00;18,977.75;5,447.50;11,388.75;2,141.50;29,507.25
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;48,939.00;19,541.75;5,375.00;11,172.00;2,994.75;29,397.25
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;47,999.00;19,448.50;5,319.50;11,077.25;3,051.75;28,550.50
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;46,695.00;18,917.00;5,287.50;11,219.25;2,410.25;27,778.00
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;45,504.00;18,255.25;5,264.75;11,526.25;1,464.25;27,248.75
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;44,979.00;17,769.25;5,277.75;11,904.50;587.00;27,209.75
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;45,893.00;17,763.75;5,299.75;12,387.00;77.00;28,129.25
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;48,777.00;18,305.50;5,307.50;12,998.00;0.00;30,471.50
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;50,540.00;18,805.50;5,268.50;13,537.00;0.00;31,734.50
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;50,477.00;19,125.75;5,160.25;13,965.50;0.00;31,351.25
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;47,853.00;19,542.00;5,055.75;14,486.25;0.00;28,311.00
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;46,145.00;19,689.25;4,922.25;14,767.00;0.00;26,455.75
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;44,827.00;19,748.50;4,808.50;14,940.00;0.00;25,078.50
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;43,981.00;19,896.75;4,652.25;15,244.50;0.00;24,084.25
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;40,671.00;18,575.25;4,473.50;14,101.75;0.00;22,095.75
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;39,618.00;18,538.50;4,302.50;14,236.00;0.00;21,079.50
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;38,223.00;18,676.00;4,142.00;14,534.00;0.00;19,547.00
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;37,443.00;18,785.50;3,973.25;14,812.25;0.00;18,657.50
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;37,324.00;18,944.50;3,780.00;15,164.50;0.00;18,379.50
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;37,698.00;19,069.00;3,602.00;15,467.00;0.00;18,629.00
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;38,371.00;19,094.50;3,396.50;15,698.00;0.00;19,276.50
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;40,105.00;18,861.25;3,180.50;15,680.75;0.00;21,243.75
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;42,707.00;18,779.50;2,972.50;15,536.75;270.25;23,927.50
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;44,704.00;19,639.50;2,780.00;15,269.00;1,590.50;25,064.50
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;46,577.00;21,063.75;2,625.25;14,922.25;3,516.25;25,513.25
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;48,109.00;22,457.75;2,529.00;14,858.25;5,070.50;25,651.25
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;48,539.00;23,185.75;2,498.25;15,106.00;5,581.50;25,353.25
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;47,030.00;23,186.50;2,521.50;15,655.00;5,010.00;23,843.50
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;46,269.00;22,111.00;2,611.75;16,173.00;3,326.25;24,158.00
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;46,471.00;20,458.50;2,824.25;16,383.75;1,250.50;26,012.50
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;47,676.00;19,883.25;3,118.25;16,635.75;129.25;27,792.75
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;49,770.00;20,420.25;3,397.25;17,023.00;0.00;29,349.75
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;50,866.00;20,872.75;3,580.50;17,292.25;0.00;29,993.25
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;50,935.00;20,956.25;3,666.00;17,290.25;0.00;29,978.75
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;49,866.00;20,982.00;3,700.25;17,281.75;0.00;28,884.00
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;48,464.00;20,645.25;3,717.75;16,927.50;0.00;27,818.75
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;47,424.00;20,254.25;3,767.25;16,487.00;0.00;27,169.75
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;44,645.00;20,103.75;3,880.50;16,223.25;0.00;24,541.25
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;43,400.00;19,649.00;4,474.25;15,174.75;0.00;23,751.00
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;42,270.00;19,957.75;4,660.25;15,297.50;0.00;22,312.25
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;42,652.00;20,289.00;4,820.50;15,468.50;0.00;22,363.00
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;42,888.00;20,512.00;4,865.75;15,646.25;0.00;22,376.00
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;43,282.00;20,693.50;4,847.50;15,846.00;0.00;22,588.50
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;45,820.00;20,806.00;4,845.00;15,961.00;0.00;25,014.00
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;52,234.00;20,835.00;4,832.50;16,002.50;0.00;31,399.00
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;57,928.00;20,692.75;4,800.25;15,892.50;0.00;37,235.25
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;60,906.00;21,347.25;4,718.50;16,051.50;577.25;39,558.75
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;63,292.00;24,189.00;4,579.75;16,130.75;3,478.50;39,103.00
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;65,170.00;27,501.50;4,373.75;16,074.75;7,053.00;37,668.50
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;67,016.00;29,463.75;3,754.50;15,839.50;9,869.75;37,552.25
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;67,387.00;30,666.25;3,914.75;15,688.00;11,063.50;36,720.75
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;66,608.00;29,574.75;3,679.25;15,749.25;10,146.25;37,033.25
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;64,032.00;26,636.25;3,502.00;15,844.00;7,290.25;37,395.75
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;60,850.00;22,404.75;3,302.50;15,918.25;3,184.00;38,445.25
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;59,854.00;19,595.00;2,935.25;16,363.50;296.25;40,259.00
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;61,934.00;20,322.50;3,261.00;17,061.50;0.00;41,611.50
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;62,685.00;20,743.00;3,286.50;17,456.50;0.00;41,942.00
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;61,698.00;20,500.00;3,100.25;17,399.75;0.00;41,198.00
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;59,214.00;20,003.50;2,840.25;17,163.25;0.00;39,210.50
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;56,416.00;19,139.75;2,544.75;16,595.00;0.00;37,276.25
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;53,610.00;18,059.00;2,257.50;15,801.50;0.00;35,551.00
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;49,372.00;17,049.25;1,969.00;15,080.25;0.00;32,322.75
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;47,703.00;15,921.50;2,091.50;13,830.00;0.00;31,781.50
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;45,527.00;14,950.75;1,829.75;13,121.00;0.00;30,576.25
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;44,198.00;14,066.75;1,577.75;12,489.00;0.00;30,131.25
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;43,589.00;13,360.75;1,371.25;11,989.50;0.00;30,228.25
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;44,143.00;12,887.00;1,223.00;11,664.00;0.00;31,256.00
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;46,419.00;12,653.00;1,121.50;11,531.50;0.00;33,766.00
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;51,220.00;12,491.50;1,025.75;11,465.75;0.00;38,728.50
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;55,316.00;12,036.50;930.75;11,105.75;0.00;43,279.50
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;58,288.00;12,749.50;828.75;10,808.75;1,112.00;45,538.50
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;62,729.00;17,545.25;712.50;10,382.00;6,450.75;45,183.75
