Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jul 12, 2024 2:00 PM;Jul 12, 2024 3:00 PM;52,910.00;31,720.75;611.25;9,124.25;21,985.25;21,189.25
Jul 12, 2024 3:00 PM;Jul 12, 2024 4:00 PM;51,986.00;30,169.75;944.50;9,266.75;19,958.50;21,816.25
Jul 12, 2024 4:00 PM;Jul 12, 2024 5:00 PM;50,132.00;27,184.50;1,351.50;9,271.50;16,561.50;22,947.50
Jul 12, 2024 5:00 PM;Jul 12, 2024 6:00 PM;48,498.00;23,275.25;1,749.75;9,254.25;12,271.25;25,222.75
Jul 12, 2024 6:00 PM;Jul 12, 2024 7:00 PM;47,122.00;19,349.25;2,229.00;9,301.75;7,818.50;27,772.75
Jul 12, 2024 7:00 PM;Jul 12, 2024 8:00 PM;45,405.00;15,838.00;2,602.00;9,444.50;3,791.50;29,567.00
Jul 12, 2024 8:00 PM;Jul 12, 2024 9:00 PM;41,436.00;13,202.00;2,890.25;9,307.25;1,004.50;28,234.00
Jul 12, 2024 9:00 PM;Jul 12, 2024 10:00 PM;39,391.00;11,844.50;3,041.25;8,720.75;82.50;27,546.50
Jul 12, 2024 10:00 PM;Jul 12, 2024 11:00 PM;38,903.00;11,533.50;3,124.25;8,409.25;0.00;27,369.50
Jul 12, 2024 11:00 PM;Jul 13, 2024 12:00 AM;36,618.00;11,187.25;3,176.50;8,010.75;0.00;25,430.75
Jul 13, 2024 12:00 AM;Jul 13, 2024 1:00 AM;39,112.00;17,672.00;4,564.00;13,108.00;0.00;21,440.00
Jul 13, 2024 1:00 AM;Jul 13, 2024 2:00 AM;34,952.00;17,224.00;4,539.00;12,685.00;0.00;17,728.00
Jul 13, 2024 2:00 AM;Jul 13, 2024 3:00 AM;33,879.00;17,166.25;4,421.50;12,744.75;0.00;16,712.75
Jul 13, 2024 3:00 AM;Jul 13, 2024 4:00 AM;33,406.00;17,239.50;4,308.50;12,931.00;0.00;16,166.50
Jul 13, 2024 4:00 AM;Jul 13, 2024 5:00 AM;33,307.00;17,256.00;4,167.25;13,088.75;0.00;16,051.00
Jul 13, 2024 5:00 AM;Jul 13, 2024 6:00 AM;33,898.00;17,384.00;4,003.00;13,270.00;111.00;16,514.00
Jul 13, 2024 6:00 AM;Jul 13, 2024 7:00 AM;36,355.00;18,904.25;3,869.75;13,439.00;1,595.50;17,450.75
Jul 13, 2024 7:00 AM;Jul 13, 2024 8:00 AM;40,790.00;23,273.50;3,732.75;13,826.75;5,714.00;17,516.50
Jul 13, 2024 8:00 AM;Jul 13, 2024 9:00 AM;46,855.00;30,072.25;3,469.50;14,867.75;11,735.00;16,782.75
Jul 13, 2024 9:00 AM;Jul 13, 2024 10:00 AM;53,846.00;37,127.75;3,334.25;15,707.00;18,086.50;16,718.25
Jul 13, 2024 10:00 AM;Jul 13, 2024 11:00 AM;59,889.00;42,881.50;3,098.25;16,127.75;23,655.50;17,007.50
Jul 13, 2024 11:00 AM;Jul 13, 2024 12:00 PM;64,289.00;47,423.00;2,969.25;16,164.50;28,289.25;16,866.00
Jul 13, 2024 12:00 PM;Jul 13, 2024 1:00 PM;66,335.00;50,037.00;2,535.75;15,911.75;31,589.50;16,298.00
Jul 13, 2024 1:00 PM;Jul 13, 2024 2:00 PM;65,751.00;51,300.00;2,570.50;15,523.25;33,206.25;14,451.00
Jul 13, 2024 2:00 PM;Jul 13, 2024 3:00 PM;64,110.00;51,295.25;2,638.25;15,519.50;33,137.50;12,814.75
Jul 13, 2024 3:00 PM;Jul 13, 2024 4:00 PM;61,896.00;49,361.25;2,819.75;15,370.50;31,171.00;12,534.75
Jul 13, 2024 4:00 PM;Jul 13, 2024 5:00 PM;58,644.00;45,551.50;3,081.75;15,409.25;27,060.50;13,092.50
Jul 13, 2024 5:00 PM;Jul 13, 2024 6:00 PM;54,339.00;39,295.00;3,364.75;14,978.25;20,952.00;15,044.00
Jul 13, 2024 6:00 PM;Jul 13, 2024 7:00 PM;49,076.00;31,407.25;4,112.00;13,651.50;13,643.75;17,668.75
Jul 13, 2024 7:00 PM;Jul 13, 2024 8:00 PM;44,438.00;22,718.50;4,129.75;11,906.50;6,682.25;21,719.50
Jul 13, 2024 8:00 PM;Jul 13, 2024 9:00 PM;39,664.00;16,041.00;4,146.25;10,025.75;1,869.00;23,623.00
Jul 13, 2024 9:00 PM;Jul 13, 2024 10:00 PM;37,364.00;13,379.25;4,287.00;8,995.50;96.75;23,984.75
Jul 13, 2024 10:00 PM;Jul 13, 2024 11:00 PM;36,981.00;13,357.75;4,428.25;8,929.50;0.00;23,623.25
Jul 13, 2024 11:00 PM;Jul 14, 2024 12:00 AM;36,473.00;13,692.75;4,612.75;9,080.00;0.00;22,780.25
Jul 14, 2024 12:00 AM;Jul 14, 2024 1:00 AM;31,704.00;10,197.25;4,431.75;5,765.50;0.00;21,506.75
Jul 14, 2024 1:00 AM;Jul 14, 2024 2:00 AM;28,958.00;10,505.75;4,635.75;5,870.00;0.00;18,452.25
Jul 14, 2024 2:00 AM;Jul 14, 2024 3:00 AM;28,334.00;10,629.25;4,666.50;5,962.75;0.00;17,704.75
Jul 14, 2024 3:00 AM;Jul 14, 2024 4:00 AM;28,332.00;10,564.50;4,695.75;5,868.75;0.00;17,767.50
Jul 14, 2024 4:00 AM;Jul 14, 2024 5:00 AM;28,332.00;10,519.75;4,683.50;5,836.25;0.00;17,812.25
Jul 14, 2024 5:00 AM;Jul 14, 2024 6:00 AM;28,430.00;10,866.00;4,710.25;5,945.25;210.50;17,564.00
Jul 14, 2024 6:00 AM;Jul 14, 2024 7:00 AM;30,888.00;13,448.50;4,769.00;5,858.50;2,821.00;17,439.50
Jul 14, 2024 7:00 AM;Jul 14, 2024 8:00 AM;36,244.00;19,560.75;4,841.75;5,127.50;9,591.50;16,683.25
Jul 14, 2024 8:00 AM;Jul 14, 2024 9:00 AM;44,038.00;29,174.25;4,894.00;4,735.25;19,545.00;14,863.75
Jul 14, 2024 9:00 AM;Jul 14, 2024 10:00 AM;51,606.00;38,698.50;3,762.75;5,216.75;29,719.00;12,907.50
Jul 14, 2024 10:00 AM;Jul 14, 2024 11:00 AM;58,119.00;46,299.25;3,564.00;5,913.25;36,822.00;11,819.75
Jul 14, 2024 11:00 AM;Jul 14, 2024 12:00 PM;61,582.00;49,539.50;3,390.00;5,672.25;40,477.25;12,042.50
Jul 14, 2024 12:00 PM;Jul 14, 2024 1:00 PM;62,354.00;50,600.00;3,298.50;4,994.25;42,307.25;11,754.00
Jul 14, 2024 1:00 PM;Jul 14, 2024 2:00 PM;60,554.00;50,432.50;3,197.25;5,025.25;42,210.00;10,121.50
Jul 14, 2024 2:00 PM;Jul 14, 2024 3:00 PM;58,318.00;48,180.75;3,112.00;5,160.75;39,908.00;10,137.25
Jul 14, 2024 3:00 PM;Jul 14, 2024 4:00 PM;55,340.00;43,662.00;3,041.75;5,476.00;35,144.25;11,678.00
Jul 14, 2024 4:00 PM;Jul 14, 2024 5:00 PM;51,715.00;38,415.75;3,060.75;7,235.00;28,120.00;13,299.25
Jul 14, 2024 5:00 PM;Jul 14, 2024 6:00 PM;45,377.00;31,307.50;3,185.50;8,480.75;19,641.25;14,069.50
Jul 14, 2024 6:00 PM;Jul 14, 2024 7:00 PM;41,214.00;23,362.25;4,222.00;7,485.25;11,655.00;17,851.75
Jul 14, 2024 7:00 PM;Jul 14, 2024 8:00 PM;40,011.00;16,014.25;4,401.75;6,092.00;5,520.50;23,996.75
Jul 14, 2024 8:00 PM;Jul 14, 2024 9:00 PM;37,689.00;11,062.25;4,522.50;5,045.75;1,494.00;26,626.75
Jul 14, 2024 9:00 PM;Jul 14, 2024 10:00 PM;36,104.00;9,126.25;4,550.75;4,482.25;93.25;26,977.75
Jul 14, 2024 10:00 PM;Jul 14, 2024 11:00 PM;36,114.00;9,318.00;4,545.25;4,772.75;0.00;26,796.00
Jul 14, 2024 11:00 PM;Jul 15, 2024 12:00 AM;34,377.00;9,989.50;4,555.50;5,434.00;0.00;24,387.50
Jul 15, 2024 12:00 AM;Jul 15, 2024 1:00 AM;33,683.00;9,997.00;4,331.75;5,665.25;0.00;23,686.00
Jul 15, 2024 1:00 AM;Jul 15, 2024 2:00 AM;32,289.00;10,478.25;4,382.00;6,096.25;0.00;21,810.75
Jul 15, 2024 2:00 AM;Jul 15, 2024 3:00 AM;32,371.00;10,674.75;4,401.00;6,273.75;0.00;21,696.25
Jul 15, 2024 3:00 AM;Jul 15, 2024 4:00 AM;32,197.00;10,440.75;4,202.50;6,238.25;0.00;21,756.25
Jul 15, 2024 4:00 AM;Jul 15, 2024 5:00 AM;31,512.00;10,114.50;3,991.50;6,123.00;0.00;21,397.50
Jul 15, 2024 5:00 AM;Jul 15, 2024 6:00 AM;33,080.00;9,776.25;3,652.00;5,937.00;187.25;23,303.75
Jul 15, 2024 6:00 AM;Jul 15, 2024 7:00 AM;38,800.00;11,768.75;3,246.00;5,629.00;2,893.75;27,031.25
Jul 15, 2024 7:00 AM;Jul 15, 2024 8:00 AM;44,641.00;17,680.00;2,875.75;4,796.50;10,007.75;26,961.00
Jul 15, 2024 8:00 AM;Jul 15, 2024 9:00 AM;49,531.00;26,853.50;2,549.75;3,963.25;20,340.50;22,677.50
Jul 15, 2024 9:00 AM;Jul 15, 2024 10:00 AM;55,235.00;36,718.50;2,219.25;3,422.50;31,076.75;18,516.50
Jul 15, 2024 10:00 AM;Jul 15, 2024 11:00 AM;62,733.00;44,968.50;1,880.75;3,538.50;39,549.25;17,764.50
Jul 15, 2024 11:00 AM;Jul 15, 2024 12:00 PM;67,098.00;50,127.75;1,499.25;3,659.75;44,968.75;16,970.25
Jul 15, 2024 12:00 PM;Jul 15, 2024 1:00 PM;69,230.00;52,369.00;1,103.75;3,601.50;47,663.75;16,861.00
Jul 15, 2024 1:00 PM;Jul 15, 2024 2:00 PM;68,164.00;51,969.75;759.00;3,349.25;47,861.50;16,194.25
Jul 15, 2024 2:00 PM;Jul 15, 2024 3:00 PM;64,426.00;49,152.00;507.25;3,005.75;45,639.00;15,274.00
Jul 15, 2024 3:00 PM;Jul 15, 2024 4:00 PM;59,483.00;43,824.75;338.00;2,506.75;40,980.00;15,658.25
Jul 15, 2024 4:00 PM;Jul 15, 2024 5:00 PM;52,828.00;36,200.25;227.75;2,008.75;33,963.75;16,627.75
Jul 15, 2024 5:00 PM;Jul 15, 2024 6:00 PM;47,272.00;26,406.00;152.00;1,686.50;24,567.50;20,866.00
Jul 15, 2024 6:00 PM;Jul 15, 2024 7:00 PM;44,366.00;16,278.00;124.25;1,731.50;14,422.25;28,088.00
Jul 15, 2024 7:00 PM;Jul 15, 2024 8:00 PM;43,462.00;9,008.75;170.00;2,493.25;6,345.50;34,453.25
Jul 15, 2024 8:00 PM;Jul 15, 2024 9:00 PM;40,890.00;5,975.00;293.50;4,015.25;1,666.25;34,915.00
Jul 15, 2024 9:00 PM;Jul 15, 2024 10:00 PM;40,411.00;6,671.75;511.25;6,096.25;64.25;33,739.25
Jul 15, 2024 10:00 PM;Jul 15, 2024 11:00 PM;40,044.00;9,613.00;823.00;8,790.00;0.00;30,431.00
Jul 15, 2024 11:00 PM;Jul 16, 2024 12:00 AM;38,820.00;12,467.75;1,210.75;11,257.00;0.00;26,352.25
Jul 16, 2024 12:00 AM;Jul 16, 2024 1:00 AM;36,437.00;16,512.75;1,983.75;14,529.00;0.00;19,924.25
Jul 16, 2024 1:00 AM;Jul 16, 2024 2:00 AM;37,003.00;18,469.25;2,740.50;15,728.75;0.00;18,533.75
Jul 16, 2024 2:00 AM;Jul 16, 2024 3:00 AM;36,939.00;19,647.25;3,548.25;16,099.00;0.00;17,291.75
Jul 16, 2024 3:00 AM;Jul 16, 2024 4:00 AM;37,176.00;20,094.25;4,285.25;15,809.00;0.00;17,081.75
Jul 16, 2024 4:00 AM;Jul 16, 2024 5:00 AM;37,554.00;20,270.00;4,807.25;15,462.75;0.00;17,284.00
Jul 16, 2024 5:00 AM;Jul 16, 2024 6:00 AM;38,150.00;20,174.75;5,001.50;15,066.50;106.75;17,975.25
Jul 16, 2024 6:00 AM;Jul 16, 2024 7:00 AM;41,878.00;20,786.00;4,957.00;14,307.75;1,521.25;21,092.00
Jul 16, 2024 7:00 AM;Jul 16, 2024 8:00 AM;47,769.00;23,547.25;4,859.50;13,497.75;5,190.00;24,221.75
Jul 16, 2024 8:00 AM;Jul 16, 2024 9:00 AM;50,857.00;28,987.00;4,825.50;13,122.00;11,039.50;21,870.00
Jul 16, 2024 9:00 AM;Jul 16, 2024 10:00 AM;55,781.00;35,543.00;4,671.75;13,008.75;17,862.50;20,238.00
Jul 16, 2024 10:00 AM;Jul 16, 2024 11:00 AM;62,042.00;42,651.00;4,430.75;13,554.50;24,665.75;19,391.00
Jul 16, 2024 11:00 AM;Jul 16, 2024 12:00 PM;68,225.00;48,926.00;4,228.75;14,413.25;30,284.00;19,299.00
Jul 16, 2024 12:00 PM;Jul 16, 2024 1:00 PM;70,068.00;53,548.50;4,011.50;15,339.00;34,198.00;16,519.50
Jul 16, 2024 1:00 PM;Jul 16, 2024 2:00 PM;71,717.00;56,250.00;3,749.75;16,322.00;36,178.25;15,467.00
Jul 16, 2024 2:00 PM;Jul 16, 2024 3:00 PM;71,038.00;56,351.50;3,465.25;17,008.25;35,878.00;14,686.50
Jul 16, 2024 3:00 PM;Jul 16, 2024 4:00 PM;67,954.00;53,873.75;3,330.75;17,131.75;33,411.25;14,080.25
Jul 16, 2024 4:00 PM;Jul 16, 2024 5:00 PM;63,078.00;48,791.75;3,363.50;16,885.75;28,542.50;14,286.25
Jul 16, 2024 5:00 PM;Jul 16, 2024 6:00 PM;58,706.00;41,542.25;3,600.50;16,285.25;21,656.50;17,163.75
Jul 16, 2024 6:00 PM;Jul 16, 2024 7:00 PM;53,699.00;32,534.00;3,800.75;15,057.25;13,676.00;21,165.00
Jul 16, 2024 7:00 PM;Jul 16, 2024 8:00 PM;50,375.00;23,813.75;4,013.25;13,397.25;6,403.25;26,561.25
Jul 16, 2024 8:00 PM;Jul 16, 2024 9:00 PM;46,642.00;18,169.75;4,149.50;12,262.50;1,757.75;28,472.25
Jul 16, 2024 9:00 PM;Jul 16, 2024 10:00 PM;44,776.00;16,318.75;4,165.00;12,073.75;80.00;28,457.25
Jul 16, 2024 10:00 PM;Jul 16, 2024 11:00 PM;44,106.00;16,879.25;4,096.00;12,783.25;0.00;27,226.75
Jul 16, 2024 11:00 PM;Jul 17, 2024 12:00 AM;43,199.00;17,683.25;4,051.00;13,632.25;0.00;25,515.75
Jul 17, 2024 12:00 AM;Jul 17, 2024 1:00 AM;37,792.00;14,935.00;2,228.50;12,706.50;0.00;22,857.00
Jul 17, 2024 1:00 AM;Jul 17, 2024 2:00 AM;35,234.00;15,354.00;2,144.25;13,209.75;0.00;19,880.00
Jul 17, 2024 2:00 AM;Jul 17, 2024 3:00 AM;35,374.00;15,568.00;2,080.50;13,487.50;0.00;19,806.00
Jul 17, 2024 3:00 AM;Jul 17, 2024 4:00 AM;35,071.00;15,589.75;2,110.50;13,479.25;0.00;19,481.25
Jul 17, 2024 4:00 AM;Jul 17, 2024 5:00 AM;35,706.00;15,616.75;2,374.50;13,242.25;0.00;20,089.25
Jul 17, 2024 5:00 AM;Jul 17, 2024 6:00 AM;37,518.00;15,799.50;2,825.75;12,818.25;155.50;21,718.50
Jul 17, 2024 6:00 AM;Jul 17, 2024 7:00 AM;42,495.00;17,784.50;3,338.00;12,253.75;2,192.75;24,710.50
Jul 17, 2024 7:00 AM;Jul 17, 2024 8:00 AM;47,896.00;22,569.75;3,694.00;11,507.50;7,368.25;25,326.25
Jul 17, 2024 8:00 AM;Jul 17, 2024 9:00 AM;53,209.00;29,949.50;3,704.75;11,646.00;14,598.75;23,259.50
Jul 17, 2024 9:00 AM;Jul 17, 2024 10:00 AM;58,220.00;37,395.75;3,685.00;12,038.25;21,672.50;20,824.25
Jul 17, 2024 10:00 AM;Jul 17, 2024 11:00 AM;61,680.00;43,057.25;3,577.50;12,289.25;27,190.50;18,622.75
Jul 17, 2024 11:00 AM;Jul 17, 2024 12:00 PM;63,733.00;46,390.25;3,443.50;12,354.00;30,592.75;17,342.75
Jul 17, 2024 12:00 PM;Jul 17, 2024 1:00 PM;66,130.00;47,941.75;3,146.50;12,342.75;32,452.50;18,188.25
Jul 17, 2024 1:00 PM;Jul 17, 2024 2:00 PM;66,697.00;48,727.50;2,996.50;12,420.50;33,310.50;17,969.50
Jul 17, 2024 2:00 PM;Jul 17, 2024 3:00 PM;65,857.00;48,258.25;2,849.75;12,426.50;32,982.00;17,598.75
Jul 17, 2024 3:00 PM;Jul 17, 2024 4:00 PM;62,389.00;45,664.50;2,646.25;12,091.00;30,927.25;16,724.50
Jul 17, 2024 4:00 PM;Jul 17, 2024 5:00 PM;57,151.00;40,829.50;2,461.75;11,431.00;26,936.75;16,321.50
Jul 17, 2024 5:00 PM;Jul 17, 2024 6:00 PM;52,170.00;33,828.25;2,331.00;10,356.25;21,141.00;18,341.75
Jul 17, 2024 6:00 PM;Jul 17, 2024 7:00 PM;48,972.00;24,722.00;2,238.00;8,817.25;13,666.75;24,250.00
Jul 17, 2024 7:00 PM;Jul 17, 2024 8:00 PM;47,247.00;15,603.50;2,117.75;7,023.00;6,462.75;31,643.50
Jul 17, 2024 8:00 PM;Jul 17, 2024 9:00 PM;43,921.00;9,042.75;1,862.75;5,408.25;1,771.75;34,878.25
Jul 17, 2024 9:00 PM;Jul 17, 2024 10:00 PM;40,783.00;5,898.00;1,588.50;4,228.00;81.50;34,885.00
Jul 17, 2024 10:00 PM;Jul 17, 2024 11:00 PM;38,704.00;5,242.00;1,356.00;3,886.00;0.00;33,462.00
Jul 17, 2024 11:00 PM;Jul 18, 2024 12:00 AM;34,870.00;4,846.25;1,187.00;3,659.25;0.00;30,023.75
Jul 18, 2024 12:00 AM;Jul 18, 2024 1:00 AM;32,443.00;4,513.00;1,318.75;3,194.25;0.00;27,930.00
Jul 18, 2024 1:00 AM;Jul 18, 2024 2:00 AM;30,828.00;4,262.00;1,268.75;2,993.25;0.00;26,566.00
Jul 18, 2024 2:00 AM;Jul 18, 2024 3:00 AM;29,172.00;4,149.75;1,218.50;2,931.25;0.00;25,022.25
Jul 18, 2024 3:00 AM;Jul 18, 2024 4:00 AM;28,952.00;4,032.00;1,177.00;2,855.00;0.00;24,920.00
Jul 18, 2024 4:00 AM;Jul 18, 2024 5:00 AM;29,796.00;3,906.75;1,136.75;2,770.00;0.00;25,889.25
Jul 18, 2024 5:00 AM;Jul 18, 2024 6:00 AM;32,515.00;3,793.00;1,064.50;2,582.50;146.00;28,722.00
Jul 18, 2024 6:00 AM;Jul 18, 2024 7:00 AM;37,479.00;5,834.00;921.25;2,242.75;2,670.00;31,645.00
Jul 18, 2024 7:00 AM;Jul 18, 2024 8:00 AM;43,295.00;12,092.00;803.75;1,839.50;9,448.75;31,203.00
Jul 18, 2024 8:00 AM;Jul 18, 2024 9:00 AM;49,930.00;21,204.25;742.25;1,382.25;19,079.75;28,725.75
Jul 18, 2024 9:00 AM;Jul 18, 2024 10:00 AM;54,372.00;30,453.75;722.75;942.75;28,788.25;23,918.25
Jul 18, 2024 10:00 AM;Jul 18, 2024 11:00 AM;56,527.00;37,656.00;711.25;816.00;36,128.75;18,871.00
Jul 18, 2024 11:00 AM;Jul 18, 2024 12:00 PM;60,670.00;41,697.50;709.75;795.50;40,192.25;18,972.50
Jul 18, 2024 12:00 PM;Jul 18, 2024 1:00 PM;62,341.00;43,235.00;731.00;815.75;41,688.25;19,106.00
Jul 18, 2024 1:00 PM;Jul 18, 2024 2:00 PM;61,418.00;42,737.75;725.50;837.50;41,174.75;18,680.25
Jul 18, 2024 2:00 PM;Jul 18, 2024 3:00 PM;58,860.00;40,887.75;707.75;852.50;39,327.50;17,972.25
Jul 18, 2024 3:00 PM;Jul 18, 2024 4:00 PM;55,128.00;37,314.50;707.75;809.25;35,797.50;17,813.50
Jul 18, 2024 4:00 PM;Jul 18, 2024 5:00 PM;51,181.00;31,627.00;723.75;747.25;30,156.00;19,554.00
Jul 18, 2024 5:00 PM;Jul 18, 2024 6:00 PM;47,284.00;24,172.50;698.00;689.00;22,785.50;23,111.50
Jul 18, 2024 6:00 PM;Jul 18, 2024 7:00 PM;45,446.00;15,490.75;596.50;725.75;14,168.50;29,955.25
Jul 18, 2024 7:00 PM;Jul 18, 2024 8:00 PM;44,688.00;7,884.75;477.50;955.75;6,451.50;36,803.25
Jul 18, 2024 8:00 PM;Jul 18, 2024 9:00 PM;41,969.00;3,666.00;395.75;1,521.25;1,749.00;38,303.00
Jul 18, 2024 9:00 PM;Jul 18, 2024 10:00 PM;40,513.00;2,539.00;338.50;2,134.00;66.50;37,974.00
Jul 18, 2024 10:00 PM;Jul 18, 2024 11:00 PM;38,876.00;3,196.25;308.25;2,888.00;0.00;35,679.75
Jul 18, 2024 11:00 PM;Jul 19, 2024 12:00 AM;37,031.00;3,692.75;289.00;3,403.75;0.00;33,338.25
Jul 19, 2024 12:00 AM;Jul 19, 2024 1:00 AM;34,442.00;3,480.00;177.75;3,302.25;0.00;30,962.00
Jul 19, 2024 1:00 AM;Jul 19, 2024 2:00 AM;31,926.00;3,617.75;188.50;3,429.25;0.00;28,308.25
Jul 19, 2024 2:00 AM;Jul 19, 2024 3:00 AM;30,911.00;3,803.50;204.50;3,599.00;0.00;27,107.50
Jul 19, 2024 3:00 AM;Jul 19, 2024 4:00 AM;30,712.00;3,687.25;214.00;3,473.25;0.00;27,024.75
Jul 19, 2024 4:00 AM;Jul 19, 2024 5:00 AM;31,666.00;3,439.00;219.75;3,219.25;0.00;28,227.00
Jul 19, 2024 5:00 AM;Jul 19, 2024 6:00 AM;33,321.00;3,302.75;235.75;2,920.00;147.00;30,018.25
Jul 19, 2024 6:00 AM;Jul 19, 2024 7:00 AM;38,408.00;5,338.50;251.00;2,531.00;2,556.50;33,069.50
Jul 19, 2024 7:00 AM;Jul 19, 2024 8:00 AM;43,939.00;11,248.00;263.75;2,079.75;8,904.50;32,691.00
Jul 19, 2024 8:00 AM;Jul 19, 2024 9:00 AM;50,143.00;19,964.50;269.25;1,513.75;18,181.50;30,178.50
Jul 19, 2024 9:00 AM;Jul 19, 2024 10:00 AM;55,195.00;28,950.00;270.00;815.75;27,864.25;26,245.00
Jul 19, 2024 10:00 AM;Jul 19, 2024 11:00 AM;57,149.00;36,185.50;280.00;465.75;35,439.75;20,963.50
Jul 19, 2024 11:00 AM;Jul 19, 2024 12:00 PM;59,702.00;40,703.25;297.50;427.75;39,978.00;18,998.75
Jul 19, 2024 12:00 PM;Jul 19, 2024 1:00 PM;61,147.00;42,601.25;336.50;401.00;41,863.75;18,545.75
Jul 19, 2024 1:00 PM;Jul 19, 2024 2:00 PM;60,539.00;42,345.25;404.50;375.75;41,565.00;18,193.75
Jul 19, 2024 2:00 PM;Jul 19, 2024 3:00 PM;57,864.00;40,292.25;499.00;396.50;39,396.75;17,571.75
Jul 19, 2024 3:00 PM;Jul 19, 2024 4:00 PM;53,843.00;36,561.25;601.00;460.25;35,500.00;17,281.75
Jul 19, 2024 4:00 PM;Jul 19, 2024 5:00 PM;49,006.00;30,854.75;693.50;577.50;29,583.75;18,151.25
Jul 19, 2024 5:00 PM;Jul 19, 2024 6:00 PM;45,023.00;23,310.75;771.50;765.50;21,773.75;21,712.25
Jul 19, 2024 6:00 PM;Jul 19, 2024 7:00 PM;43,725.00;15,151.00;824.25;1,121.75;13,205.00;28,574.00
Jul 19, 2024 7:00 PM;Jul 19, 2024 8:00 PM;43,565.00;8,663.50;876.00;1,889.25;5,898.25;34,901.50
Jul 19, 2024 8:00 PM;Jul 19, 2024 9:00 PM;40,801.00;5,698.75;953.25;3,136.00;1,609.50;35,102.25
Jul 19, 2024 9:00 PM;Jul 19, 2024 10:00 PM;39,702.00;5,474.25;1,054.50;4,350.25;69.50;34,227.75
Jul 19, 2024 10:00 PM;Jul 19, 2024 11:00 PM;39,464.00;6,778.50;1,177.75;5,600.75;0.00;32,685.50
Jul 19, 2024 11:00 PM;Jul 20, 2024 12:00 AM;37,268.00;7,513.50;1,287.25;6,226.25;0.00;29,754.50
Jul 20, 2024 12:00 AM;Jul 20, 2024 1:00 AM;35,427.00;7,628.00;1,606.50;6,021.50;0.00;27,799.00
Jul 20, 2024 1:00 AM;Jul 20, 2024 2:00 AM;31,449.00;7,543.00;1,772.25;5,770.75;0.00;23,906.00
Jul 20, 2024 2:00 AM;Jul 20, 2024 3:00 AM;29,914.00;7,455.00;1,873.25;5,581.75;0.00;22,459.00
Jul 20, 2024 3:00 AM;Jul 20, 2024 4:00 AM;29,629.00;7,252.50;1,885.75;5,366.75;0.00;22,376.50
Jul 20, 2024 4:00 AM;Jul 20, 2024 5:00 AM;29,812.00;7,027.00;1,814.75;5,212.25;0.00;22,785.00
Jul 20, 2024 5:00 AM;Jul 20, 2024 6:00 AM;30,457.00;6,987.25;1,745.75;5,129.50;112.00;23,469.75
Jul 20, 2024 6:00 AM;Jul 20, 2024 7:00 AM;32,228.00;8,865.25;1,670.75;4,924.75;2,269.75;23,362.75
Jul 20, 2024 7:00 AM;Jul 20, 2024 8:00 AM;35,530.00;14,050.75;1,613.00;4,267.00;8,170.75;21,479.25
Jul 20, 2024 8:00 AM;Jul 20, 2024 9:00 AM;39,686.00;21,952.00;1,536.00;3,189.25;17,226.75;17,734.00
Jul 20, 2024 9:00 AM;Jul 20, 2024 10:00 AM;47,024.00;30,293.50;1,407.50;1,849.25;27,036.75;16,730.50
Jul 20, 2024 10:00 AM;Jul 20, 2024 11:00 AM;54,453.00;38,282.25;1,236.75;1,555.50;35,490.00;16,170.75
Jul 20, 2024 11:00 AM;Jul 20, 2024 12:00 PM;59,836.00;43,854.75;1,100.75;1,779.50;40,974.50;15,981.25
Jul 20, 2024 12:00 PM;Jul 20, 2024 1:00 PM;62,015.00;46,773.75;1,051.00;1,858.75;43,864.00;15,241.25
Jul 20, 2024 1:00 PM;Jul 20, 2024 2:00 PM;62,006.00;47,340.00;1,114.25;2,007.25;44,218.50;14,666.00
Jul 20, 2024 2:00 PM;Jul 20, 2024 3:00 PM;59,745.00;45,700.00;1,256.00;2,120.25;42,323.75;14,045.00
Jul 20, 2024 3:00 PM;Jul 20, 2024 4:00 PM;55,359.00;42,021.50;1,434.25;2,296.75;38,290.50;13,337.50
Jul 20, 2024 4:00 PM;Jul 20, 2024 5:00 PM;50,398.00;36,446.00;1,579.50;2,733.00;32,133.50;13,952.00
Jul 20, 2024 5:00 PM;Jul 20, 2024 6:00 PM;44,170.00;28,985.00;1,719.00;3,205.25;24,060.75;15,185.00
Jul 20, 2024 6:00 PM;Jul 20, 2024 7:00 PM;41,030.00;20,779.25;2,011.50;3,994.00;14,773.75;20,250.75
Jul 20, 2024 7:00 PM;Jul 20, 2024 8:00 PM;39,957.00;14,393.25;2,448.75;5,381.75;6,562.75;25,563.75
Jul 20, 2024 8:00 PM;Jul 20, 2024 9:00 PM;37,901.00;12,258.75;3,002.00;7,521.50;1,735.25;25,642.25
Jul 20, 2024 9:00 PM;Jul 20, 2024 10:00 PM;37,555.00;13,357.75;3,384.00;9,911.00;62.75;24,197.25
Jul 20, 2024 10:00 PM;Jul 20, 2024 11:00 PM;38,657.00;15,600.75;3,637.00;11,963.75;0.00;23,056.25
Jul 20, 2024 11:00 PM;Jul 21, 2024 12:00 AM;37,041.00;16,602.00;3,725.75;12,876.25;0.00;20,439.00
