Start date;End date;grid load [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 3, 2024 4:00 AM;Jan 3, 2024 5:00 AM;44,911.00;1,881.75
Jan 3, 2024 5:00 AM;Jan 3, 2024 6:00 AM;48,603.75;5,246.00
Jan 3, 2024 6:00 AM;Jan 3, 2024 7:00 AM;54,563.00;7,918.00
Jan 3, 2024 7:00 AM;Jan 3, 2024 8:00 AM;59,107.75;11,955.25
Jan 3, 2024 8:00 AM;Jan 3, 2024 9:00 AM;61,698.00;14,457.75
Jan 3, 2024 9:00 AM;Jan 3, 2024 10:00 AM;63,053.25;14,644.25
Jan 3, 2024 10:00 AM;Jan 3, 2024 11:00 AM;63,872.75;13,864.75
Jan 3, 2024 11:00 AM;Jan 3, 2024 12:00 PM;64,542.25;13,218.25
Jan 3, 2024 12:00 PM;Jan 3, 2024 1:00 PM;64,416.50;12,973.75
Jan 3, 2024 1:00 PM;Jan 3, 2024 2:00 PM;63,483.00;13,606.25
Jan 3, 2024 2:00 PM;Jan 3, 2024 3:00 PM;62,005.50;15,281.75
Jan 3, 2024 3:00 PM;Jan 3, 2024 4:00 PM;61,688.00;18,971.75
Jan 3, 2024 4:00 PM;Jan 3, 2024 5:00 PM;62,043.50;22,616.00
Jan 3, 2024 5:00 PM;Jan 3, 2024 6:00 PM;64,089.50;26,757.25
Jan 3, 2024 6:00 PM;Jan 3, 2024 7:00 PM;64,692.75;29,188.25
Jan 3, 2024 7:00 PM;Jan 3, 2024 8:00 PM;63,297.00;29,255.50
Jan 3, 2024 8:00 PM;Jan 3, 2024 9:00 PM;60,134.25;27,029.50
Jan 3, 2024 9:00 PM;Jan 3, 2024 10:00 PM;56,464.75;24,092.25
Jan 3, 2024 10:00 PM;Jan 3, 2024 11:00 PM;53,160.50;21,563.00
Jan 3, 2024 11:00 PM;Jan 4, 2024 12:00 AM;49,380.00;18,033.75
Jan 4, 2024 12:00 AM;Jan 4, 2024 1:00 AM;45,923.25;10,408.25
Jan 4, 2024 1:00 AM;Jan 4, 2024 2:00 AM;43,923.00;8,226.25
Jan 4, 2024 2:00 AM;Jan 4, 2024 3:00 AM;43,159.25;7,101.75
Jan 4, 2024 3:00 AM;Jan 4, 2024 4:00 AM;43,579.75;7,012.50
Jan 4, 2024 4:00 AM;Jan 4, 2024 5:00 AM;45,236.00;8,261.75
Jan 4, 2024 5:00 AM;Jan 4, 2024 6:00 AM;48,966.25;11,780.00
Jan 4, 2024 6:00 AM;Jan 4, 2024 7:00 AM;55,042.50;17,747.00
Jan 4, 2024 7:00 AM;Jan 4, 2024 8:00 AM;59,277.50;22,933.75
Jan 4, 2024 8:00 AM;Jan 4, 2024 9:00 AM;61,641.00;26,138.50
Jan 4, 2024 9:00 AM;Jan 4, 2024 10:00 AM;63,192.75;27,805.25
Jan 4, 2024 10:00 AM;Jan 4, 2024 11:00 AM;64,272.25;28,679.50
Jan 4, 2024 11:00 AM;Jan 4, 2024 12:00 PM;65,156.25;29,595.00
Jan 4, 2024 12:00 PM;Jan 4, 2024 1:00 PM;65,093.50;30,422.00
Jan 4, 2024 1:00 PM;Jan 4, 2024 2:00 PM;64,257.50;31,744.00
Jan 4, 2024 2:00 PM;Jan 4, 2024 3:00 PM;62,688.50;34,260.25
Jan 4, 2024 3:00 PM;Jan 4, 2024 4:00 PM;62,304.25;39,127.00
Jan 4, 2024 4:00 PM;Jan 4, 2024 5:00 PM;62,555.00;43,980.75
Jan 4, 2024 5:00 PM;Jan 4, 2024 6:00 PM;64,300.50;48,931.50
Jan 4, 2024 6:00 PM;Jan 4, 2024 7:00 PM;65,145.75;52,396.75
Jan 4, 2024 7:00 PM;Jan 4, 2024 8:00 PM;63,582.75;52,726.25
Jan 4, 2024 8:00 PM;Jan 4, 2024 9:00 PM;60,519.50;50,657.50
Jan 4, 2024 9:00 PM;Jan 4, 2024 10:00 PM;56,987.00;47,822.25
Jan 4, 2024 10:00 PM;Jan 4, 2024 11:00 PM;53,737.25;44,727.00
Jan 4, 2024 11:00 PM;Jan 5, 2024 12:00 AM;49,784.50;40,151.75
Jan 5, 2024 12:00 AM;Jan 5, 2024 1:00 AM;48,169.25;36,373.00
Jan 5, 2024 1:00 AM;Jan 5, 2024 2:00 AM;45,567.50;31,959.00
Jan 5, 2024 2:00 AM;Jan 5, 2024 3:00 AM;45,137.50;29,707.75
Jan 5, 2024 3:00 AM;Jan 5, 2024 4:00 AM;45,484.75;28,404.50
Jan 5, 2024 4:00 AM;Jan 5, 2024 5:00 AM;46,610.50;27,853.50
Jan 5, 2024 5:00 AM;Jan 5, 2024 6:00 AM;47,873.75;27,243.50
Jan 5, 2024 6:00 AM;Jan 5, 2024 7:00 AM;54,018.00;31,422.75
Jan 5, 2024 7:00 AM;Jan 5, 2024 8:00 AM;58,558.50;34,699.50
Jan 5, 2024 8:00 AM;Jan 5, 2024 9:00 AM;61,227.50;35,896.25
Jan 5, 2024 9:00 AM;Jan 5, 2024 10:00 AM;62,619.25;34,597.75
Jan 5, 2024 10:00 AM;Jan 5, 2024 11:00 AM;63,223.25;32,637.50
Jan 5, 2024 11:00 AM;Jan 5, 2024 12:00 PM;63,705.00;31,904.25
Jan 5, 2024 12:00 PM;Jan 5, 2024 1:00 PM;63,000.25;31,396.50
Jan 5, 2024 1:00 PM;Jan 5, 2024 2:00 PM;62,189.00;31,614.50
Jan 5, 2024 2:00 PM;Jan 5, 2024 3:00 PM;61,006.00;32,405.50
Jan 5, 2024 3:00 PM;Jan 5, 2024 4:00 PM;60,539.00;34,062.50
Jan 5, 2024 4:00 PM;Jan 5, 2024 5:00 PM;61,139.50;35,830.75
Jan 5, 2024 5:00 PM;Jan 5, 2024 6:00 PM;63,142.50;37,424.75
Jan 5, 2024 6:00 PM;Jan 5, 2024 7:00 PM;63,742.75;37,976.25
Jan 5, 2024 7:00 PM;Jan 5, 2024 8:00 PM;62,302.25;36,985.50
Jan 5, 2024 8:00 PM;Jan 5, 2024 9:00 PM;59,284.50;34,455.50
Jan 5, 2024 9:00 PM;Jan 5, 2024 10:00 PM;55,599.75;31,658.25
Jan 5, 2024 10:00 PM;Jan 5, 2024 11:00 PM;52,992.50;30,246.00
Jan 5, 2024 11:00 PM;Jan 6, 2024 12:00 AM;49,332.50;27,682.50
Jan 6, 2024 12:00 AM;Jan 6, 2024 1:00 AM;45,726.25;24,182.75
Jan 6, 2024 1:00 AM;Jan 6, 2024 2:00 AM;43,840.50;23,404.00
Jan 6, 2024 2:00 AM;Jan 6, 2024 3:00 AM;42,422.50;22,846.25
Jan 6, 2024 3:00 AM;Jan 6, 2024 4:00 AM;41,810.25;22,822.50
Jan 6, 2024 4:00 AM;Jan 6, 2024 5:00 AM;41,546.25;22,906.00
Jan 6, 2024 5:00 AM;Jan 6, 2024 6:00 AM;42,813.50;24,409.75
Jan 6, 2024 6:00 AM;Jan 6, 2024 7:00 AM;44,404.00;26,142.00
Jan 6, 2024 7:00 AM;Jan 6, 2024 8:00 AM;47,491.50;29,679.25
Jan 6, 2024 8:00 AM;Jan 6, 2024 9:00 AM;50,869.25;33,130.50
Jan 6, 2024 9:00 AM;Jan 6, 2024 10:00 AM;53,422.00;35,168.00
Jan 6, 2024 10:00 AM;Jan 6, 2024 11:00 AM;55,115.25;36,137.50
Jan 6, 2024 11:00 AM;Jan 6, 2024 12:00 PM;56,651.25;37,109.50
Jan 6, 2024 12:00 PM;Jan 6, 2024 1:00 PM;56,626.50;37,178.00
Jan 6, 2024 1:00 PM;Jan 6, 2024 2:00 PM;55,390.25;36,473.25
Jan 6, 2024 2:00 PM;Jan 6, 2024 3:00 PM;53,834.25;35,579.00
Jan 6, 2024 3:00 PM;Jan 6, 2024 4:00 PM;54,175.25;36,406.00
Jan 6, 2024 4:00 PM;Jan 6, 2024 5:00 PM;55,892.50;38,128.75
Jan 6, 2024 5:00 PM;Jan 6, 2024 6:00 PM;58,124.50;39,819.00
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;57,686.75;38,881.25
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;55,887.50;36,761.75
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;52,887.50;33,345.50
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;50,301.50;30,612.25
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;48,689.75;28,941.25
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;46,655.75;26,759.00
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;42,123.00;23,547.75
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;40,366.25;21,827.75
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;39,151.75;20,475.75
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;38,677.00;19,891.50
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;38,923.25;19,978.75
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;39,648.50;20,579.50
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;40,053.00;20,958.50
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;41,779.50;22,918.25
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;44,309.75;25,530.25
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;47,850.00;28,210.50
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;49,821.00;28,757.25
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;51,755.25;29,297.50
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;51,504.50;28,318.75
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;50,362.00;27,175.50
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;49,167.00;27,056.00
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;48,425.75;27,967.25
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;49,777.00;29,893.75
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;53,193.25;32,773.00
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;54,995.75;34,123.00
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;54,010.00;33,053.75
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;51,143.25;30,161.25
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;48,985.50;28,340.25
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;47,330.75;27,076.50
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;45,328.75;25,225.00
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;44,287.75;24,638.75
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;42,621.50;22,663.75
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;41,798.00;21,509.00
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;42,000.75;21,488.75
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;44,397.50;23,704.00
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;48,800.50;27,994.50
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;55,992.25;35,157.25
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;61,265.25;40,572.50
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;64,236.00;42,888.75
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;65,574.25;41,385.25
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;66,157.75;38,656.25
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;66,844.25;37,380.50
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;66,535.25;35,869.00
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;65,393.00;35,818.25
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;63,623.00;36,986.75
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;62,842.25;40,437.50
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;62,940.25;43,345.25
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;65,020.75;44,698.25
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;66,275.25;45,532.25
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;65,122.25;44,622.25
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;61,742.00;41,738.50
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;58,178.00;39,038.25
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;55,113.25;37,054.25
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;51,270.00;34,220.75
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;47,059.25;31,137.75
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;45,123.50;30,172.75
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;44,284.75;30,218.00
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;44,475.50;31,114.75
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;46,494.00;33,607.00
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;50,324.50;37,671.50
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;56,966.50;44,475.00
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;61,754.50;49,718.00
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;64,513.50;51,764.00
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;65,797.00;48,251.75
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;66,457.75;43,954.25
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;67,138.25;41,789.50
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;66,859.75;41,097.25
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;65,808.75;42,402.00
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;63,974.50;45,013.00
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;63,351.25;49,724.75
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;63,616.25;53,139.75
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;65,748.00;54,648.25
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;67,023.50;55,356.50
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;66,065.25;54,341.75
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;62,622.00;51,028.75
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;59,058.25;47,960.25
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;55,672.00;45,101.25
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;51,639.00;41,493.00
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;49,072.50;39,397.75
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;47,031.75;37,768.75
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;46,348.50;37,385.25
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;47,055.50;38,316.50
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;48,500.00;39,807.50
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;51,807.75;42,979.75
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;58,497.25;49,497.50
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;62,998.75;54,053.25
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;65,588.50;55,627.75
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;67,028.00;52,644.75
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;67,971.75;49,170.50
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;69,060.75;48,048.00
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;68,881.75;47,931.25
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;67,706.75;49,373.25
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;65,603.00;51,774.50
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;65,001.50;56,422.00
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;65,298.00;59,785.75
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;67,327.00;61,227.75
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;68,332.00;61,809.25
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;67,173.75;60,970.75
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;63,816.00;58,174.25
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;60,180.50;55,206.75
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;56,916.25;52,470.75
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;52,764.50;48,617.75
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;48,714.75;45,083.75
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;46,823.25;42,901.25
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;46,194.75;41,839.25
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;46,868.00;41,907.75
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;48,373.00;42,600.00
Jan 11, 2024 5:00 AM;Jan 11, 2024 6:00 AM;51,813.75;45,204.50
Jan 11, 2024 6:00 AM;Jan 11, 2024 7:00 AM;58,530.50;51,392.00
Jan 11, 2024 7:00 AM;Jan 11, 2024 8:00 AM;62,755.25;55,198.75
Jan 11, 2024 8:00 AM;Jan 11, 2024 9:00 AM;65,581.25;56,617.25
Jan 11, 2024 9:00 AM;Jan 11, 2024 10:00 AM;67,503.50;54,119.75
Jan 11, 2024 10:00 AM;Jan 11, 2024 11:00 AM;67,823.00;49,886.00
Jan 11, 2024 11:00 AM;Jan 11, 2024 12:00 PM;68,434.00;47,976.00
Jan 11, 2024 12:00 PM;Jan 11, 2024 1:00 PM;68,351.25;47,689.50
Jan 11, 2024 1:00 PM;Jan 11, 2024 2:00 PM;67,276.75;48,650.75
Jan 11, 2024 2:00 PM;Jan 11, 2024 3:00 PM;65,370.25;50,648.00
Jan 11, 2024 3:00 PM;Jan 11, 2024 4:00 PM;64,695.25;54,723.50
Jan 11, 2024 4:00 PM;Jan 11, 2024 5:00 PM;64,760.75;58,024.25
Jan 11, 2024 5:00 PM;Jan 11, 2024 6:00 PM;66,989.75;60,617.50
Jan 11, 2024 6:00 PM;Jan 11, 2024 7:00 PM;67,942.25;61,771.50
Jan 11, 2024 7:00 PM;Jan 11, 2024 8:00 PM;66,630.00;60,888.50
Jan 11, 2024 8:00 PM;Jan 11, 2024 9:00 PM;63,460.50;58,104.25
Jan 11, 2024 9:00 PM;Jan 11, 2024 10:00 PM;59,954.25;55,044.50
Jan 11, 2024 10:00 PM;Jan 11, 2024 11:00 PM;56,672.25;52,210.50
Jan 11, 2024 11:00 PM;Jan 12, 2024 12:00 AM;52,619.25;48,435.00
Jan 12, 2024 12:00 AM;Jan 12, 2024 1:00 AM;48,920.25;45,097.25
Jan 12, 2024 1:00 AM;Jan 12, 2024 2:00 AM;47,079.50;42,884.00
Jan 12, 2024 2:00 AM;Jan 12, 2024 3:00 AM;46,287.75;41,654.75
Jan 12, 2024 3:00 AM;Jan 12, 2024 4:00 AM;46,799.00;41,626.25
Jan 12, 2024 4:00 AM;Jan 12, 2024 5:00 AM;48,413.00;42,353.25
Jan 12, 2024 5:00 AM;Jan 12, 2024 6:00 AM;51,521.50;44,396.50
Jan 12, 2024 6:00 AM;Jan 12, 2024 7:00 AM;58,227.75;50,197.50
Jan 12, 2024 7:00 AM;Jan 12, 2024 8:00 AM;62,828.25;54,259.00
Jan 12, 2024 8:00 AM;Jan 12, 2024 9:00 AM;65,461.25;56,030.50
Jan 12, 2024 9:00 AM;Jan 12, 2024 10:00 AM;67,001.00;54,923.75
Jan 12, 2024 10:00 AM;Jan 12, 2024 11:00 AM;67,099.50;52,093.75
Jan 12, 2024 11:00 AM;Jan 12, 2024 12:00 PM;67,218.25;50,405.75
Jan 12, 2024 12:00 PM;Jan 12, 2024 1:00 PM;66,964.25;49,294.25
Jan 12, 2024 1:00 PM;Jan 12, 2024 2:00 PM;66,034.25;48,391.50
Jan 12, 2024 2:00 PM;Jan 12, 2024 3:00 PM;64,336.75;48,262.75
Jan 12, 2024 3:00 PM;Jan 12, 2024 4:00 PM;63,723.75;50,350.50
Jan 12, 2024 4:00 PM;Jan 12, 2024 5:00 PM;63,943.50;52,224.25
Jan 12, 2024 5:00 PM;Jan 12, 2024 6:00 PM;65,984.50;53,789.25
Jan 12, 2024 6:00 PM;Jan 12, 2024 7:00 PM;66,683.75;53,770.00
Jan 12, 2024 7:00 PM;Jan 12, 2024 8:00 PM;64,905.00;51,536.25
Jan 12, 2024 8:00 PM;Jan 12, 2024 9:00 PM;61,506.50;47,655.75
Jan 12, 2024 9:00 PM;Jan 12, 2024 10:00 PM;58,040.00;43,636.00
Jan 12, 2024 10:00 PM;Jan 12, 2024 11:00 PM;54,973.75;39,872.00
Jan 12, 2024 11:00 PM;Jan 13, 2024 12:00 AM;50,931.00;34,877.25
Jan 13, 2024 12:00 AM;Jan 13, 2024 1:00 AM;47,959.00;30,425.50
Jan 13, 2024 1:00 AM;Jan 13, 2024 2:00 AM;45,682.25;26,925.50
Jan 13, 2024 2:00 AM;Jan 13, 2024 3:00 AM;44,174.00;23,970.75
Jan 13, 2024 3:00 AM;Jan 13, 2024 4:00 AM;43,331.25;21,563.50
Jan 13, 2024 4:00 AM;Jan 13, 2024 5:00 AM;44,658.75;21,676.50
Jan 13, 2024 5:00 AM;Jan 13, 2024 6:00 AM;45,803.25;22,104.75
Jan 13, 2024 6:00 AM;Jan 13, 2024 7:00 AM;46,379.25;21,778.00
Jan 13, 2024 7:00 AM;Jan 13, 2024 8:00 AM;49,001.75;23,370.25
Jan 13, 2024 8:00 AM;Jan 13, 2024 9:00 AM;52,043.50;24,434.25
Jan 13, 2024 9:00 AM;Jan 13, 2024 10:00 AM;55,056.25;24,130.25
Jan 13, 2024 10:00 AM;Jan 13, 2024 11:00 AM;56,544.75;22,147.75
Jan 13, 2024 11:00 AM;Jan 13, 2024 12:00 PM;57,530.75;20,337.50
Jan 13, 2024 12:00 PM;Jan 13, 2024 1:00 PM;57,230.75;17,926.50
Jan 13, 2024 1:00 PM;Jan 13, 2024 2:00 PM;56,004.75;15,622.75
