mae,rmse,smape,model,rmae_D1,rmae_D7
9.633375521205913,15.443463107025444,25.015383528367792,LightGBM,0.36229558822574204,0.2976412965394205
10.293294490299695,16.506888511537408,25.330427688935693,ElasticNet,0.38711406753892347,0.3180307370984078
26.589822880215344,42.001457381912076,48.799347223613424,SeasonalNaive_D1,1.0,0.8215427021815229
32.36572220726784,51.78499475077524,55.19796343379896,SeasonalNaive_D7,1.2172221813237485,1.0
